A T phi m0
1.575945733059709530e+00 1.001236350382495743e+02 1.059800668868881246e+00 1.507756988473639481e+01
1.390625755370234806e+00 9.908684238749604845e+01 9.148763151589651699e-01 1.497877098292301667e+01
1.541781965805254506e+00 1.003815073208244257e+02 1.128333667492705361e+00 1.497583986934279920e+01
1.662947309753506797e+00 1.007714300448834308e+02 1.073242698963488895e+00 1.504413281084834964e+01
1.639206638576951480e+00 1.010084814606561849e+02 1.057839098471350603e+00 1.501435040199462989e+01
1.493879715400572961e+00 1.002020393219587078e+02 1.067705156108766262e+00 1.501035691375198766e+01
1.586776448136192119e+00 9.982023825288436569e+01 9.266026882957661970e-01 1.507877465570228637e+01
1.555094771199559966e+00 1.008113657743358687e+02 1.140094753725078514e+00 1.513671261825226821e+01
1.632563593288624659e+00 1.008231046361815402e+02 1.043187264931449088e+00 1.498579121029922767e+01
1.562396060164128020e+00 1.011740024439428964e+02 1.100421217257267603e+00 1.508263420819569234e+01
1.729691768723306433e+00 9.940482883005448400e+01 8.535690043151217266e-01 1.507999973911896596e+01
1.606836801309687868e+00 9.961669315267531033e+01 9.183502151927347423e-01 1.501599548707392628e+01
1.566724277196649640e+00 1.004694080466029789e+02 1.034098322236805201e+00 1.504331133969870749e+01
1.637692407669031347e+00 1.008704721799117863e+02 1.182830591321521574e+00 1.511864073458583135e+01
1.603610393590416239e+00 1.005696434116692330e+02 1.157283267510049285e+00 1.502266051885583309e+01
1.551210233180638109e+00 1.022147271800383095e+02 1.254050042161960254e+00 1.496291789687514040e+01
1.492614846362768422e+00 9.945257576122303078e+01 8.488713384713266752e-01 1.493829139424134844e+01
1.551210233180638109e+00 1.022147271800383095e+02 1.254050042161960254e+00 1.496291789687514040e+01
1.655807884941479236e+00 9.983264984941482112e+01 9.640862072637977898e-01 1.513967264780031741e+01
1.607334926747433057e+00 9.952751412277169152e+01 9.587892253638798934e-01 1.498427181431318900e+01
1.632934047912201647e+00 9.959435452543041833e+01 9.384604978084212235e-01 1.507906222558318632e+01
1.608611992506889576e+00 1.013039443557085804e+02 1.137494063860192917e+00 1.510426464453771445e+01
1.612361539386022002e+00 9.898002870170643064e+01 8.942338636577591426e-01 1.514900332455261278e+01
1.649025688940991996e+00 1.005709976505297476e+02 1.055616279594011164e+00 1.503515688489786939e+01
1.669430736294203133e+00 1.014571988406611212e+02 1.174441981619910091e+00 1.501890946717921871e+01
1.595004438962125404e+00 9.965123161504394034e+01 9.664148079438904526e-01 1.503600454437552258e+01
1.555094771199559966e+00 1.008113657743358687e+02 1.140094753725078514e+00 1.513671261825226821e+01
1.410251103577872200e+00 1.003102651102161218e+02 9.952416463204909469e-01 1.491029961040359986e+01
1.555981708115105278e+00 9.978889259956319790e+01 1.014510775854241542e+00 1.505032807995895894e+01
1.430751517418723306e+00 9.920496124452057529e+01 8.991751546243966775e-01 1.511967938164507608e+01
1.604129865511549013e+00 1.019356196278022537e+02 1.187024404108112829e+00 1.502329027440846509e+01
1.598811018646062454e+00 9.948787668007295792e+01 9.218422080257533402e-01 1.500870585382532596e+01
1.667228631706123565e+00 1.000606711736159724e+02 9.386473129036843055e-01 1.501341417468117001e+01
1.547282271501869033e+00 1.016505785036599718e+02 1.217902451726803781e+00 1.501373719210922886e+01
1.418515924078115553e+00 9.989386295547996042e+01 9.259379561344046605e-01 1.497177364580723413e+01
1.566684518333053777e+00 1.002370526795415486e+02 1.096689658710883419e+00 1.507869096958480704e+01
1.562396060164128020e+00 1.011740024439428964e+02 1.100421217257267603e+00 1.508263420819569234e+01
1.523681307260242646e+00 1.001572751325591639e+02 1.016856279106843619e+00 1.499230471394306008e+01
1.636116294744625055e+00 1.000255658480415377e+02 9.715701672664330824e-01 1.504078002625423238e+01
1.653126274764996406e+00 1.007559216981711216e+02 1.137392845738175895e+00 1.521666096896183618e+01
1.658808312964940912e+00 1.001392190339499848e+02 9.430761790019130952e-01 1.500634491413734217e+01
1.578184248158707392e+00 1.010392906623387148e+02 1.092083749929355418e+00 1.502868130965160454e+01
1.486239420943444856e+00 9.952149424127014754e+01 8.595732056808127464e-01 1.497645615882080783e+01
1.609798472646554179e+00 1.006512429479523973e+02 1.102796570167023704e+00 1.509421107507783688e+01
1.546627114124317304e+00 1.005239228279280894e+02 1.056599978009862495e+00 1.501651648337199774e+01
1.547118529280863797e+00 1.002992221340050634e+02 1.149844805929830516e+00 1.512040942554895651e+01
1.609798472646554179e+00 1.006512429479523973e+02 1.102796570167023704e+00 1.509421107507783688e+01
1.434403143663822933e+00 1.003113229354813711e+02 1.067544157540889049e+00 1.509213840200104428e+01
1.638996515229346418e+00 9.961666634736280912e+01 9.436425613914877220e-01 1.498326375742314198e+01
1.486177401413832033e+00 1.002750827948815981e+02 1.069927754488108507e+00 1.502453336332429501e+01
1.607334926747433057e+00 9.952751412277169152e+01 9.587892253638798934e-01 1.498427181431318900e+01
1.622422800650206831e+00 1.011892841319958336e+02 1.193903108486388032e+00 1.503048975644800045e+01
1.568860608976921256e+00 1.003752365452957918e+02 1.047852201134244599e+00 1.503858752322372361e+01
1.480492165694184292e+00 1.012814712380563265e+02 1.206900830511910216e+00 1.504213845181027054e+01
1.635703928166644783e+00 9.918741222046453743e+01 9.423131875723858020e-01 1.503650529276257686e+01
1.483513029390554294e+00 9.956447562146213670e+01 9.795612465237102384e-01 1.517796610105349053e+01
1.564071887913510261e+00 1.005124522566103877e+02 1.036486041365351607e+00 1.500321729106054747e+01
1.623999625328654162e+00 1.003863052937663696e+02 1.021778583822697595e+00 1.499001767737337865e+01
1.529171192064849638e+00 9.959214075567740565e+01 9.693284035487035322e-01 1.505873316551064711e+01
1.572465416052325038e+00 1.009137729692891554e+02 1.083297300186790046e+00 1.502799513535434173e+01
1.518815001448676538e+00 1.010808897438165133e+02 1.147366807502419706e+00 1.512723899693123819e+01
1.590164116587891696e+00 1.008044295964435122e+02 1.049088512384615868e+00 1.504581308488409874e+01
1.439462862618452910e+00 1.010346618618295338e+02 1.114356690554599183e+00 1.501515896930703953e+01
1.648694904885404711e+00 9.869712698444286048e+01 8.613760222227916374e-01 1.513196226783208331e+01
1.597686101499384836e+00 9.965634952613955022e+01 9.573723922241009765e-01 1.508962962812841724e+01
1.651505102589839069e+00 1.019048061325415375e+02 1.185433320219918318e+00 1.514065993745648697e+01
1.621303271406318025e+00 1.003548970549336303e+02 9.991471141969632264e-01 1.510681077371322445e+01
1.512106874475711349e+00 1.011169764966688405e+02 1.180544339575682944e+00 1.500635376408405364e+01
1.545424058623935615e+00 9.908683867163209413e+01 9.059317616690404362e-01 1.506876658008155090e+01
1.552885241938640970e+00 1.015453533662065837e+02 1.129517703418607910e+00 1.500503838717790117e+01
1.454042532519078224e+00 1.017498661324988376e+02 1.182532167650390154e+00 1.494842080587820554e+01
1.512840097359609004e+00 1.009256717729575712e+02 1.119692389902970264e+00 1.497520948524556061e+01
1.589603652911669496e+00 1.002375831816361398e+02 9.959934104692546031e-01 1.504259597742207966e+01
1.574728653786843680e+00 1.005573850214479705e+02 1.035285898693709017e+00 1.508197391047371738e+01
1.652800497132722146e+00 1.007338466081099426e+02 1.063010772464761278e+00 1.501053282077296203e+01
1.571959761744751383e+00 9.909367659971471198e+01 8.520476136674536294e-01 1.497405561441662059e+01
1.667795986957936183e+00 1.003183961374706143e+02 1.035135495478830547e+00 1.503953904518705187e+01
1.567218904179303207e+00 9.996626435968380520e+01 1.026046552132275025e+00 1.507126900754549581e+01
1.455267803229140178e+00 1.005571060436535760e+02 1.170443014235460710e+00 1.509078942434222803e+01
1.742262030262093475e+00 9.931950708217607371e+01 9.014765410315445093e-01 1.508942897573794184e+01
1.513403243997787140e+00 1.005673832681979150e+02 1.126209073244596404e+00 1.501284323523831432e+01
1.412854632978670866e+00 1.007365682865571159e+02 1.060539013521275109e+00 1.510277307073571329e+01
1.507857958560419931e+00 1.017066861080962354e+02 1.211007431690448222e+00 1.505444531045992917e+01
1.487181071533485444e+00 1.007153638712968871e+02 1.028719633049923310e+00 1.504680850364647959e+01
1.556441601335927682e+00 1.003974785130536134e+02 1.117713324743325520e+00 1.495652661177259191e+01
1.505564308111088989e+00 1.007129037110268115e+02 1.076740436574210813e+00 1.515489019970214102e+01
1.497629818677412405e+00 1.003063540777905160e+02 1.031705330699088208e+00 1.512121865606141569e+01
1.567986103327477787e+00 9.949358296131437385e+01 9.348319776372964185e-01 1.513583869671711923e+01
1.624604382479273745e+00 9.905286627451479831e+01 8.655766429106163118e-01 1.508761839778946268e+01
1.573186903693801320e+00 9.985794841281028766e+01 1.017199282653949322e+00 1.503026309752315548e+01
1.663085584422072216e+00 1.003705565829938422e+02 1.047607122849865124e+00 1.500330672917310615e+01
1.564828337903543920e+00 1.000186013326889451e+02 9.653132591764838066e-01 1.499494401996394188e+01
1.474294464528053794e+00 9.956776301535778373e+01 9.533497004318122192e-01 1.500750997835789846e+01
1.454023608126821632e+00 1.009913618206065138e+02 1.177618833268089249e+00 1.512234496075299361e+01
1.573728513436818188e+00 1.000028171191080304e+02 1.033590184734670459e+00 1.505464857485006114e+01
1.658809122320994867e+00 9.969384317134100115e+01 9.855752403986177690e-01 1.516603887825565522e+01
1.461143643984662788e+00 1.002893109214375613e+02 1.093002159033557019e+00 1.502948767340961389e+01
1.697379059897721421e+00 9.951552381511352507e+01 9.250161761090009982e-01 1.491945634226743067e+01
1.634741264866967914e+00 1.006243453490612865e+02 1.102581269813997178e+00 1.510552131022096134e+01
1.661863139547290924e+00 1.001886832658840660e+02 1.023197300652619601e+00 1.502114506758109869e+01
1.574426050637696139e+00 1.012935556744373429e+02 1.156792264373381451e+00 1.505497659228932150e+01
1.450406657023831869e+00 1.017278443290701659e+02 1.190305752242130088e+00 1.504072674347619198e+01
1.651881642432375896e+00 1.001614837502205546e+02 1.021933768663330522e+00 1.505899844466385318e+01
1.648694904885404711e+00 9.869712698444286048e+01 8.613760222227916374e-01 1.513196226783208331e+01
1.639684649176979203e+00 9.889979257590465522e+01 8.816101051534923627e-01 1.503948195184993253e+01
1.517662352562043626e+00 9.981635278761746122e+01 9.285127778181551106e-01 1.502602732995005397e+01
1.529131969211636077e+00 1.004302341703281911e+02 9.870537798272781549e-01 1.500831463811709199e+01
1.634741264866967914e+00 1.006243453490612865e+02 1.102581269813997178e+00 1.510552131022096134e+01
1.588873109869844313e+00 9.986858681526794612e+01 1.010415316715201683e+00 1.507910744851786333e+01
1.662235852636483768e+00 1.000280209232535924e+02 9.166542338417704716e-01 1.501948744316750606e+01
1.537459433299146916e+00 9.945120277255516328e+01 9.068075046936074912e-01 1.499443242634167284e+01
1.594005989530609568e+00 1.005431742001576652e+02 1.077428231188434449e+00 1.506963777404485327e+01
1.405086298000519207e+00 9.862436646821313957e+01 8.776773160089560433e-01 1.499979552823933382e+01
1.471490914240684011e+00 9.948876669144117102e+01 1.015382216696358864e+00 1.509224071272097589e+01
1.612571228916571231e+00 1.005358727519078741e+02 1.075834904650857515e+00 1.501608426438255250e+01
1.573730335435275851e+00 1.009204811971335971e+02 1.069243383029470973e+00 1.510423897432959706e+01
1.632934047912201647e+00 9.959435452543041833e+01 9.384604978084212235e-01 1.507906222558318632e+01
1.520303610608733536e+00 1.021983006469280326e+02 1.227038103258363710e+00 1.503174591357912604e+01
1.512840097359609004e+00 1.009256717729575712e+02 1.119692389902970264e+00 1.497520948524556061e+01
1.545805241687911114e+00 1.007542036525730680e+02 1.108782547467299429e+00 1.500811657154918777e+01
1.671043413454693205e+00 9.951749173690421912e+01 1.005849185285589309e+00 1.492325595949302652e+01
1.574514599854611507e+00 9.962889102711251610e+01 9.552957325638772312e-01 1.499909051369148116e+01
1.532223871735262977e+00 1.009737546628641383e+02 1.183386308273921550e+00 1.501574016652373267e+01
1.634956306413496652e+00 1.003960662372605412e+02 1.057195377958471294e+00 1.497787666070529156e+01
1.473218820654254468e+00 1.000068372108608798e+02 9.499045907342084094e-01 1.509896020202456768e+01
1.532322900107360830e+00 9.928600701103772508e+01 9.029343700790155580e-01 1.515490225984567729e+01
1.497148889936164018e+00 1.005450118467138765e+02 1.025440770487519471e+00 1.492059316139530623e+01
1.597770600603494184e+00 9.889382822591795730e+01 8.842394821389015780e-01 1.514993663814527558e+01
1.513874665613725634e+00 1.021087921217439600e+02 1.241556180376715224e+00 1.490702103769845621e+01
1.497936082534658819e+00 1.015093268638535449e+02 1.071519224768147982e+00 1.503395062938301763e+01
1.702545639647258024e+00 1.003099447239879680e+02 1.006277532849482848e+00 1.505332892645024145e+01
1.564522690603076249e+00 1.008247924636332584e+02 1.042932240593914983e+00 1.510612749048183012e+01
1.495230333042491422e+00 1.002174609406393699e+02 1.018368858620982031e+00 1.499989282983998962e+01
1.639580060966215225e+00 1.007219925712178110e+02 1.131020147092860917e+00 1.507673998706792773e+01
1.567466745310263310e+00 1.006587104631327350e+02 1.084001663836197782e+00 1.505097130314608833e+01
1.627624609729970029e+00 9.917729237754419103e+01 9.561419273134608154e-01 1.498478528589960845e+01
1.527307888577767780e+00 9.973192708809793317e+01 9.668787111016875491e-01 1.496013476680573895e+01
1.546408918926561071e+00 9.978946476718475367e+01 9.776946631064812321e-01 1.505628715411835472e+01
1.469720867601780112e+00 9.978505946884406796e+01 9.714807512345530194e-01 1.507554452947906753e+01
1.644566169619096740e+00 9.967472166951212387e+01 9.700886308138640945e-01 1.507723950464816198e+01
1.607625108352033649e+00 1.010670214884343210e+02 1.096776427701857459e+00 1.502689300985472798e+01
1.434403143663822933e+00 1.003113229354813711e+02 1.067544157540889049e+00 1.509213840200104428e+01
1.449806039487912201e+00 1.014658109183219068e+02 1.097961022844452517e+00 1.499397732782677295e+01
1.664640537919145569e+00 1.000872667559879545e+02 1.040657998006989216e+00 1.506552995453039756e+01
1.519735741132035578e+00 9.978615979532899871e+01 9.193596887407051721e-01 1.513970518797318832e+01
1.553349934366227814e+00 1.011286374536892936e+02 1.096030083601619021e+00 1.496020411118647786e+01
1.611086196928271708e+00 1.015217955940778012e+02 1.163919262678200228e+00 1.502704019476121289e+01
1.503792837374848590e+00 1.001959723290169819e+02 9.784428794151138753e-01 1.497760265014769665e+01
1.549255866322495567e+00 1.011034504252181989e+02 1.127774127167429752e+00 1.512217857530827914e+01
1.573421318947737735e+00 1.007432224104345551e+02 1.068473694683119479e+00 1.508945882345159006e+01
1.538385569272820552e+00 1.003127622913927723e+02 1.037579769618122594e+00 1.505494393471789039e+01
1.494178506260122941e+00 1.008328320737993664e+02 1.047667564173173194e+00 1.509772843831096978e+01
1.664676191444681042e+00 1.006351453976310495e+02 1.063620353138319263e+00 1.504270807800299181e+01
1.649006985470915065e+00 1.007801369982238526e+02 1.115330014452610818e+00 1.504867239148834379e+01
1.608696339680167675e+00 9.912504725700847530e+01 8.786563269197334991e-01 1.503129794524036811e+01
1.561506520004584342e+00 1.003944212109567360e+02 1.065589978934840421e+00 1.504732358374297263e+01
1.616934388821357871e+00 1.000560997478375782e+02 1.053874690769649458e+00 1.510843303058555698e+01
1.748483983355840987e+00 9.924688518509438495e+01 9.233209509152425776e-01 1.515658941095580836e+01
1.525623334976092149e+00 9.951234414454216903e+01 1.010484604609682258e+00 1.509344236733857514e+01
1.600761160414131190e+00 1.019204271232737824e+02 1.250050809328839385e+00 1.508148855884483908e+01
1.621102589970310870e+00 9.875447394987877203e+01 8.152644561393519451e-01 1.509757966967220710e+01
1.532348950193806569e+00 1.003107415849014785e+02 1.019190647306441599e+00 1.506560673998842859e+01
1.482398345474304602e+00 9.970111092856613766e+01 9.414615432650945692e-01 1.502172291714916952e+01
1.634936630805298829e+00 9.968601002419269719e+01 9.999997677446160749e-01 1.498363438493358935e+01
1.489379709506370109e+00 1.012180392967137976e+02 1.117733152951713826e+00 1.506387219435990410e+01
1.545813547481843298e+00 1.000982898608186957e+02 9.938338110999761499e-01 1.488113711834718877e+01
1.512840097359609004e+00 1.009256717729575712e+02 1.119692389902970264e+00 1.497520948524556061e+01
1.594533410173152532e+00 1.002299025328148332e+02 9.898480057275804711e-01 1.507321837161861033e+01
1.567697488017760321e+00 1.017385223832293519e+02 1.107582826287113686e+00 1.492081461823224942e+01
1.620235010595416192e+00 1.013456064303944402e+02 1.132425782890207122e+00 1.503827382608760743e+01
1.606519913347703721e+00 1.011355863164622662e+02 1.199451705673740820e+00 1.506905426903524869e+01
1.673309803514565264e+00 1.018426405519918774e+02 1.177804599956565834e+00 1.507573074462687401e+01
1.557832723473185688e+00 1.016739545210268432e+02 1.292069467764249691e+00 1.515037461707117572e+01
1.733987643612453944e+00 9.914771608883826559e+01 9.149309665762037636e-01 1.517541548165620569e+01
1.632304930436069945e+00 9.942006265651643560e+01 8.464501274780642515e-01 1.508417108283289565e+01
1.550743569324486648e+00 1.005016111404334254e+02 1.126690589661798469e+00 1.515576093972712002e+01
1.568078031033999231e+00 1.019980923857401791e+02 1.392552006983869717e+00 1.509168761096537281e+01
1.650081826536200502e+00 1.005152003531819531e+02 1.024735140206063599e+00 1.502482842663400930e+01
1.660002011322370352e+00 1.010484115006299817e+02 1.105435339821768670e+00 1.503856421609673433e+01
1.600568819911969864e+00 1.012431592128097577e+02 1.098300889497021426e+00 1.503719834677684375e+01
1.628637602861050304e+00 1.011096325811764132e+02 1.143723968891199538e+00 1.496395386803224170e+01
1.480492165694184292e+00 1.012814712380563265e+02 1.206900830511910216e+00 1.504213845181027054e+01
1.573730335435275851e+00 1.009204811971335971e+02 1.069243383029470973e+00 1.510423897432959706e+01
1.594544735759463538e+00 1.003444665359070882e+02 1.026302853454893915e+00 1.504362073063407657e+01
1.465658561997082110e+00 1.003177262886589745e+02 9.735181953563615265e-01 1.502419097295797101e+01
1.639811687660171380e+00 1.002640960439436952e+02 1.092232589868448622e+00 1.506176605583415196e+01
1.591401398343289308e+00 1.002949173442805488e+02 1.070131694586744064e+00 1.504919736451549817e+01
1.574854254747509730e+00 9.980999787738655016e+01 9.153464118371007485e-01 1.498423536985327686e+01
1.604622968178834652e+00 1.010590822716455790e+02 1.076064137195708037e+00 1.513200335271498886e+01
1.566807937000521012e+00 9.995545072545199616e+01 1.007908385600752910e+00 1.504203524479702025e+01
1.657389536289697096e+00 1.002455226106432207e+02 9.979428332745374775e-01 1.506348645310039380e+01
1.540009995313492031e+00 1.029287809689266879e+02 1.369807961219575931e+00 1.492649805675258001e+01
1.550850710864718485e+00 1.005034846427602986e+02 1.056679044345658847e+00 1.508669371817037330e+01
1.537459433299146916e+00 9.945120277255516328e+01 9.068075046936074912e-01 1.499443242634167284e+01
1.475669069836623937e+00 1.009126806501865872e+02 1.069154213495288941e+00 1.501563079260729694e+01
1.439377477649350201e+00 1.011730559257810285e+02 1.144479981289917792e+00 1.502606414565046933e+01
1.683719591189418718e+00 9.915875319264084453e+01 8.491024171703225321e-01 1.503479019437135022e+01
1.609345655512885553e+00 1.013915974877328381e+02 1.153159043227311109e+00 1.505316236811830422e+01
1.501268610620833277e+00 1.005619782747883448e+02 1.048007291899931470e+00 1.510233464124866565e+01
1.530239959064485289e+00 1.012540670848855342e+02 1.109537710265058319e+00 1.513979633891743859e+01
1.451225575546852831e+00 1.003790499201576267e+02 1.052758808389507861e+00 1.494494677233653235e+01
1.691454390088423576e+00 1.007197746548668533e+02 1.113998841929999983e+00 1.506027842433793928e+01
1.662707121644615871e+00 1.007826765019008946e+02 1.057638720480981176e+00 1.501519058989652677e+01
1.485919261750397569e+00 9.914452272815933043e+01 8.708132062517337513e-01 1.508345594962717939e+01
1.609031277729707554e+00 1.008997307286999643e+02 1.115833647425516384e+00 1.494336432707387452e+01
1.507830918818358734e+00 1.006883372064636291e+02 1.059668968026689750e+00 1.505679379019801800e+01
1.493966757820902824e+00 1.003972322838120022e+02 1.076120621928313481e+00 1.515076095814643153e+01
1.539309773308271012e+00 1.025929448367848096e+02 1.407854205897993927e+00 1.509861735428384399e+01
1.635076823627053644e+00 1.001236662816727829e+02 1.011119663155583215e+00 1.509644511195143757e+01
1.463434129665941663e+00 9.973317150785273100e+01 8.719512965536928562e-01 1.518338719346582621e+01
1.655813681292928718e+00 9.822878323689549518e+01 8.170857322891788010e-01 1.510604168419831694e+01
1.514611452351764420e+00 1.007040395143464337e+02 1.130553331717696341e+00 1.510541837917295993e+01
1.604622968178834652e+00 1.010590822716455790e+02 1.076064137195708037e+00 1.513200335271498886e+01
1.618479067364084756e+00 1.009214571136262464e+02 1.088584092702479689e+00 1.504789462943652012e+01
1.601734556216632299e+00 1.008983891837419264e+02 1.084091459014822512e+00 1.502474483377289083e+01
1.546386652085300906e+00 9.985340217613968150e+01 8.775888803414453321e-01 1.519267261389537893e+01
1.539292519278478100e+00 9.971866427673496958e+01 9.836331431235249001e-01 1.504202671053523765e+01
1.630014282691196748e+00 1.000169119526211574e+02 9.585901999767362236e-01 1.509893295703428606e+01
1.672499210044370077e+00 1.010958219908526132e+02 1.190899012709720317e+00 1.503117060183046227e+01
1.397265945571391832e+00 1.013732635245644360e+02 1.171968571311468477e+00 1.505516609810152140e+01
1.688140149579552274e+00 9.912303535297773749e+01 8.433456603183562272e-01 1.505445927595586042e+01
1.600986304650157788e+00 1.017474271712340368e+02 1.189207168429540440e+00 1.502061008149315136e+01
1.583771839853107544e+00 9.924247626251725762e+01 8.938880853007015181e-01 1.515793762854152860e+01
1.655807884941479236e+00 9.983264984941482112e+01 9.640862072637977898e-01 1.513967264780031741e+01
1.504735642711281240e+00 1.013908520144835137e+02 1.182575511490879361e+00 1.507559399716217996e+01
1.609472704283777311e+00 1.001813634593257092e+02 1.004224037904962730e+00 1.502075826579131324e+01
1.532913684736814108e+00 1.015541665359320689e+02 1.186099944845341536e+00 1.500925108353953696e+01
1.457987568160220793e+00 1.000945003024948079e+02 1.023292285717457561e+00 1.503945726950128936e+01
1.643618916012675957e+00 1.001306740255953258e+02 9.775089795886369171e-01 1.500873161572950565e+01
1.568160034461350660e+00 9.964637033300117253e+01 9.763102843140096798e-01 1.506863220250590096e+01
1.661225138725178407e+00 9.964280946969377339e+01 9.388162093984931955e-01 1.512839069917918167e+01
1.429673735674126034e+00 1.011961467327884208e+02 1.155764000764781807e+00 1.511688392928738978e+01
1.580939575636685301e+00 1.003532090362289608e+02 1.035097484549997393e+00 1.515880618386924361e+01
1.474078848213674409e+00 1.000692015209561987e+02 1.015596358154424728e+00 1.511569721804597322e+01
1.424424300552528999e+00 1.009765382011047450e+02 1.043785103302008244e+00 1.510301780768594782e+01
1.488106902112136254e+00 1.016080092197197615e+02 1.161414881352121453e+00 1.496953084873165096e+01
1.463617576773081908e+00 1.004588380183072900e+02 1.099599750023354305e+00 1.508993855397771711e+01
1.483360991757475711e+00 1.002658150583473855e+02 9.568936940574983563e-01 1.505589398269495760e+01
1.497632994440355247e+00 1.007854803608241667e+02 1.063294652648158367e+00 1.502223848082086555e+01
1.621285026840810772e+00 1.005416199334324290e+02 1.071217853611499571e+00 1.509468362502246563e+01
1.499653532208849338e+00 1.005290368962898100e+02 1.095418756962555307e+00 1.498095304246934312e+01
1.590420004937816989e+00 1.006940741642744968e+02 1.074932446772097094e+00 1.499082361064779612e+01
1.516544558499736794e+00 9.979741131067866888e+01 9.282845108073867202e-01 1.507602737972198170e+01
1.637640479116082570e+00 9.934015432279571201e+01 9.408042871459001422e-01 1.503880695543329971e+01
1.494860703920737777e+00 1.016300386525086310e+02 1.174855957651808058e+00 1.505449853261519344e+01
1.597301199940195149e+00 1.009837497388516425e+02 1.147992274217400244e+00 1.510269228688334309e+01
1.662947309753506797e+00 1.007714300448834308e+02 1.073242698963488895e+00 1.504413281084834964e+01
1.808787815515675801e+00 9.999501028293059335e+01 1.013824002689865722e+00 1.498581237130644084e+01
1.480070018128049059e+00 9.975359271664552807e+01 9.076560638620656540e-01 1.507655200482341051e+01
1.603517797884649987e+00 9.965973768087647500e+01 8.813427639153404991e-01 1.508404717838012310e+01
1.557460451657367795e+00 1.013567908438721048e+02 1.120771262582528349e+00 1.507101386783197405e+01
1.508213847663150808e+00 9.936263988806042846e+01 9.005510964527189133e-01 1.506347413853423411e+01
1.493966757820902824e+00 1.003972322838120022e+02 1.076120621928313481e+00 1.515076095814643153e+01
1.583237445791715103e+00 9.901773526415588833e+01 8.186709572751235120e-01 1.503906511145573255e+01
1.625872871245910289e+00 9.970104157692658475e+01 9.458936102363381115e-01 1.511456351290361511e+01
1.557197062649475550e+00 1.005215052618014084e+02 1.030832264244377461e+00 1.506038916985561826e+01
1.649427215088104415e+00 1.010789222200368869e+02 1.185919352159609863e+00 1.509335436855577051e+01
1.500787208806448891e+00 1.008162882251469483e+02 1.059645175349059887e+00 1.503133889079499852e+01
1.431841096034939032e+00 1.004450459712823402e+02 1.026833485188639372e+00 1.504108722783993635e+01
1.357103886649572599e+00 1.012175111779053225e+02 1.131324745839787038e+00 1.503732149077547930e+01
1.776839655073857216e+00 9.938519731119370704e+01 9.609540155917116744e-01 1.504902506277031549e+01
1.664319815316621209e+00 1.002840099764771224e+02 1.009398042621836078e+00 1.501473282112631225e+01
1.711455770766744822e+00 1.015740727328712865e+02 1.142095152230639954e+00 1.497270156523413931e+01
1.475669069836623937e+00 1.009126806501865872e+02 1.069154213495288941e+00 1.501563079260729694e+01
1.538922501215168825e+00 1.020233017530713084e+02 1.164464307860019865e+00 1.509071503260735270e+01
1.548038405662733208e+00 9.978048370988463489e+01 1.021299368164904964e+00 1.506092716532007358e+01
1.695618041115845687e+00 9.910805822913108898e+01 9.310911740020398897e-01 1.510304239836278484e+01
1.510182519117347244e+00 1.011492879120361579e+02 1.081515874146795841e+00 1.501302895277278360e+01
1.597409005823533512e+00 1.000983444927619530e+02 9.942435734574431860e-01 1.511655037187381367e+01
1.620625273352808815e+00 9.906733916042202281e+01 8.845235782685642034e-01 1.501888431287492764e+01
1.604604954526951843e+00 1.009589429134207990e+02 1.091669982775300918e+00 1.504160719040694261e+01
1.533321507831924890e+00 1.007430740066993025e+02 1.118233599493357877e+00 1.512820174402488860e+01
1.535324468807254927e+00 9.899786081145418848e+01 8.529567924299171766e-01 1.502499217519396169e+01
1.459358508502332619e+00 9.959528584029449405e+01 8.994861925285140281e-01 1.513955909153554735e+01
1.621911308091988246e+00 1.013026485265091878e+02 1.185627574563340669e+00 1.500520322241457905e+01
1.671462593083443249e+00 9.976531030925229970e+01 1.011839567907127035e+00 1.500447802088094207e+01
1.435462179765628843e+00 9.970716873640368760e+01 9.227588295218069891e-01 1.506176975263902662e+01
1.575949283252558342e+00 9.963883572051122428e+01 9.875477929469504978e-01 1.508610486406779572e+01
1.499653532208849338e+00 1.005290368962898100e+02 1.095418756962555307e+00 1.498095304246934312e+01
1.521362438584876076e+00 9.993946192564018816e+01 1.011700790007793227e+00 1.514610739510236748e+01
1.622368698037368162e+00 9.970293357281509827e+01 9.623107491837715743e-01 1.505570931938108359e+01
1.640606751661003448e+00 9.977873169317686575e+01 9.690774124465945105e-01 1.499106298234610435e+01
1.685997432641438643e+00 9.877207286445124623e+01 8.763395241512053069e-01 1.513773091133993987e+01
1.570853604357650202e+00 1.018773553201905173e+02 1.248378796987086314e+00 1.502290485163123357e+01
1.664640537919145569e+00 1.000872667559879545e+02 1.040657998006989216e+00 1.506552995453039756e+01
1.686103735419798300e+00 9.988318605818608376e+01 9.958761724601371546e-01 1.505317315876174078e+01
1.510788460727099380e+00 1.008172933173782582e+02 1.122677050046770653e+00 1.505806927481993363e+01
1.658808312964940912e+00 1.001392190339499848e+02 9.430761790019130952e-01 1.500634491413734217e+01
1.501218544874757477e+00 1.014205654561005332e+02 1.171862417012209612e+00 1.502811635257953427e+01
1.525890029048711405e+00 1.015320478310914325e+02 1.141142070963273802e+00 1.500929253585271894e+01
1.702545639647258024e+00 1.003099447239879680e+02 1.006277532849482848e+00 1.505332892645024145e+01
